family,scenario,test_name,system,fairness_label,capability_path,metric_type,unit,native_semantic_support,external_semantic_stages,explanation_support,epochs_observed,runs_observed,samples,success_count,failed_count,success_rate,mean_ms,median_ms,p95_ms,p99_ms,stddev_ms,mean_ops_per_sec
ledger-write,Data Loading,Turtle RDF Import,ProvChain-Org,native-comparable,native-rdf-path,load-latency-ms,ms,,,,3,3,3,3,0,100.0,24.0,24.0,24.0,24.0,0.0,26184.45490523782
ledger-write,Data Loading,Turtle to Cypher Import,Neo4j,secondary-baseline,secondary-transactional-baseline,load-latency-ms,ms,,,,3,3,3,3,0,100.0,31532.666666666668,31781.0,31950.2,31965.24,490.17842556449676,31.72018227383187
trace-query,Trace Query,Aggregation by Producer,Neo4j,native-comparable,translated-graph-model,query-latency-ms,ms,,,,3,3,9,9,0,100.0,85.88888888888889,6.0,264.4,265.68,115.17469286498319,138.3956320570446
trace-query,Trace Query,Aggregation by Producer,ProvChain-Org,native-comparable,native-rdf-path,query-latency-ms,ms,,,,3,3,9,9,0,100.0,0.5782051111111111,0.573539,0.7073868,0.73190136,0.08324006041490205,1000.0
trace-query,Trace Query,Aggregation by Producer,TigerGraph,secondary-baseline,translated-property-graph-model,query-latency-ms,ms,,,,3,3,9,9,0,100.0,3.338442111111111,3.416985,3.7159822,3.71852684,0.3415478040217778,303.0393219567629
trace-query,Trace Query,Multi-hop Traceability (10 hops),Neo4j,native-comparable,translated-graph-model,query-latency-ms,ms,,,,3,3,45,45,0,100.0,39.22222222222222,7.0,209.79999999999953,263.12000000000006,63.48329225128237,108.8422328911017
trace-query,Trace Query,Multi-hop Traceability (10 hops),ProvChain-Org,native-comparable,native-rdf-path,query-latency-ms,ms,,,,3,3,45,45,0,100.0,0.5597732666666667,0.493135,0.9219736,1.0238170800000004,0.1721014509291798,998.1883944825205
trace-query,Trace Query,Multi-hop Traceability (10 hops),TigerGraph,secondary-baseline,translated-property-graph-model,query-latency-ms,ms,,,,3,3,45,45,0,100.0,4.164525311111111,4.305018,4.8468824,6.212666160000005,0.7220040714636763,247.32352745628322
trace-query,Trace Query,Simple Product Lookup,Neo4j,native-comparable,translated-graph-model,query-latency-ms,ms,,,,3,3,45,45,0,100.0,23.0,7.0,107.99999999999976,140.36,32.59379627406963,108.5974525090048
trace-query,Trace Query,Simple Product Lookup,ProvChain-Org,native-comparable,native-rdf-path,query-latency-ms,ms,,,,3,3,45,45,0,100.0,0.5393944444444444,0.429597,1.1321855999999995,1.3149365600000003,0.24511967719613167,986.1731618245288
trace-query,Trace Query,Simple Product Lookup,TigerGraph,secondary-baseline,translated-property-graph-model,query-latency-ms,ms,,,,3,3,45,45,0,100.0,3.4437597555555555,3.488124,4.0024831999999995,4.678481760000002,0.4284128605654522,294.6786073167206
